KeyTerm,Sentence,System1,System2,Reverse,SentenceNumber,text1,text2
radiation,"This includes : electromagnetic radiation , such as radio waves , microwaves , infrared , visible light , ultraviolet , x-rays , and gamma radiation -lrb-  -rrb- particle radiation , such as alpha radiation -lrb-  -rrb- , beta radiation -lrb-  -rrb- , and neutron radiation -lrb- particles of non-zero rest energy -rrb- acoustic radiation , such as ultrasound , sound , and seismic waves -lrb- dependent on a physical transmission medium -rrb- gravitational radiation , radiation that takes the form of gravitational waves , or ripples in the curvature of spacetime.radiation is often categorized as either ionizing or non-ionizing depending on the energy of the radiated particles .","Relation: takes, Related to: the form of gravitational waves<br/>Relation: is, Related to: as either ionizing or non - ionizing depending on the energy of the radiated particles<br/>Relation: categorized, Related to: as either ionizing or non - ionizing depending on the energy of the radiated particles","Relation: is a, Related to: electromagnetic radiation , such as radio waves , microwaves , infrared , visible<br/>Relation: is a, Related to: often categorized<br/>Relation: is defined as, Related to: light , ultraviolet , x-rays , and gamma radiation -lrb-  -rrb- particle radiation , such as alpha radiation -lrb-  -rrb- , beta radiation -lrb-  -rrb- , and neutron radiation -lrb- particles non-zero rest energy -rrb- acoustic radiation , such as ultrasound , sound , and seismic waves -lrb- dependent on a physical transmission medium -rrb- gravitational radiation , the form of gravitational waves , or ripples in curvature either ionizing or non-ionizing depending on the energy of the radiated particles<br/>Relation: has the property, Related to: as",1,2,,
lighting,"This can save energy in place of using artificial lighting , which represents a major component of energy consumption in buildings .","Relation: represents, Related to: a major component of energy consumption in buildings","Relation: is a, Related to: in place<br/>Relation: is defined as, Related to: artificial lighting , which a major energy consumption in",1,4,,
arm,"It can be divided into the upper arm , which extends from the shoulder to the elbow , the forearm which extends from the elbow to the hand , and the hand .","Relation: has the property, Related to: divided into<br/>Relation: is defined as, Related to: upper arm , which from the shoulder to the elbow , the forearm which from the elbow to hand , and the hand","Relation: extends, Related to: from the shoulder<br/>Relation: extends, Related to: from the elbow to the hand",0,3,,
orbiter,An orbiter is a space probe that orbits a planet or other astronomical object .,"Relation: is, Related to: a space probe that orbits a planet or other astronomical object","Relation: is a, Related to: a space probe that orbits a planet or other astronomical object",1,1,,
instinct,Instinct or innate behavior is the inherent inclination of a living organism towards a particular complex behavior .,"Relation: is, Related to: the inherent inclination of a living organism towards a particular complex behavior","Relation: is defined as, Related to: inherent inclination of a living organism towards a particular complex behavior",1,1,,
toddler,"The toddler years are a time of great cognitive , emotional and social development .","Relation: are, Related to: a time of great cognitive , emotional and social development","Relation: is a, Related to: a time of great cognitive , emotional and social development",1,2,,
novel,"-lrb- since the 18th century , the term `` novella '' , or `` novelle '' in german , has been used in english and other european languages to describe a long short story or a short novel . -rrb-","Relation: causes, Related to: -lrb- since 18th<br/>Relation: is defined as, Related to: century , the term `` novella '' , or `` novelle '' in german , has been in english and other european languages to describe a long short story or a short novel -rrb-","Relation: has, Related to: in english and other european languages<br/>Relation: been, Related to: used<br/>Relation: used, Related to: in english and other european languages",0,3,,
photograph,"The word photograph was coined in 1839 by sir john herschel and is based on the greek  -lrb- phos -rrb- , meaning `` light , '' and  -lrb- graph -rrb- , meaning `` drawing , writing , '' together meaning `` drawing with light .","Relation: coined, Related to: in 1839<br/>Relation: is, Related to: based<br/>Relation: based, Related to: on the greek  -lrb- phos -rrb-<br/>Relation: meaning, Related to: `` light , '' and  -lrb- graph -rrb-","Relation: is a, Related to: in 1839 by<br/>Relation: is defined as, Related to: sir john herschel  -lrb- phos -rrb- , meaning `` light , '' and  -lrb- graph -rrb- , meaning drawing , writing , '' together meaning `` drawing with light<br/>Relation: has the property, Related to: based on the greek",1,4,,
moon,The moon is an astronomical body that orbits planet earth and is earth 's only permanent natural satellite .,"Relation: is, Related to: an astronomical body that orbits planet earth","Relation: is a, Related to: an astronomical body that orbits planet earth and earth 's only permanent natural satellite",1,1,,
twinkie,"A twinkie is an american snack cake , marketed as a `` golden sponge cake with creamy filling '' .","Relation: is, Related to: an american snack cake","Relation: is a, Related to: an american snack cake , marketed as a `` golden sponge cake with creamy filling ''",1,1,,
tiredness,Fatigue is a subjective feeling of tiredness that has a gradual onset .,"Relation: has, Related to: a gradual onset","Relation: is a, Related to: a subjective feeling of tiredness that has a gradual onset",1,1,,
packaging,"Packaging can be described as a coordinated system of preparing goods for transport , warehousing , logistics , sale , and end use .","Relation: has the property, Related to: as a coordinated system of preparing goods for transport , warehousing , logistics ,<br/>Relation: is defined as, Related to: sale , and end use","Relation: can, Related to: as a coordinated system of preparing goods for transport , warehousing , logistics , sale , and end use<br/>Relation: be, Related to: described<br/>Relation: described, Related to: as a coordinated system of preparing goods for transport , warehousing , logistics , sale , and end use",0,3,,
wedge,"A wedge is a triangular shaped tool , and is a portable inclined plane , and one of the six classical simple machines .","Relation: is a, Related to: a triangular shaped tool , and a portable inclined plane , and one of the six classical simple machines","Relation: is, Related to: a triangular shaped tool<br/>Relation: is, Related to: a portable inclined plane",0,1,,
chipmunk,"== taxonomy and systematics == chipmunks may be classified either as a single genus , tamias , or as three genera : tamias , of which the eastern chipmunk -lrb- t. striatus -rrb- is the only living member ; eutamias , of which the siberian chipmunk -lrb- e. sibiricus -rrb- is the only living member ; and neotamias , which includes the 23 remaining , mostly western , species .","Relation: has the property, Related to: classified either as a<br/>Relation: is defined as, Related to: single genus , tamias , three genera : tamias , eastern chipmunk -lrb- only living ; eutamias , of which the siberian chipmunk -lrb- neotamias , which includes the 23 remaining , mostly western , species<br/>Relation: causes, Related to: member only living member ; and","Relation: classified, Related to: either as a single genus , tamias , or as three genera<br/>Relation: is, Related to: the only living member<br/>Relation: is, Related to: the only living member",0,3,,
microscope,"A microscope -lrb- from the ancient greek :  , mikrs , `` small '' and  , skopen , `` to look '' or `` see '' -rrb- is an instrument used to see objects that are too small to be seen by the naked eye .","Relation: see, Related to: '' -rrb-","Relation: is a, Related to: ancient<br/>Relation: is a, Related to: an instrument see objects that too small to be eye<br/>Relation: is defined as, Related to: greek :  , mikrs , `` small '' and  , skopen , `` or `` see<br/>Relation: has the property, Related to: seen by the naked",1,1,,
retina,"The optics of the eye create a focused two-dimensional image of the visual world on the retina , which translates that image into electrical neural impulses to the brain to create visual perception , the retina serving much the same function as the film or image sensor in a camera .","Relation: translates, Related to: that image into electrical neural impulses to the brain<br/>Relation: serving, Related to: much the same function as the film or image sensor in a camera","Relation: is defined as, Related to: eye create a focused two-dimensional image of the visual world on the retina , which translates that image into electrical neural impulses to the brain create visual perception , the retina serving much the same function as the film or image sensor in a camera",1,2,,
surface,"The surface of an object is more than `` a mere geometric solid '' , but is `` filled with , spread over by , or suffused with perceivable qualities such as color and warmth '' .","Relation: has the property, Related to: more than `` a mere geometric solid '' , spread over by , or suffused with perceivable qualities such as color and warmth ''<br/>Relation: is a, Related to: `` filled with ,","Relation: is, Related to: more than `` a mere geometric solid ''<br/>Relation: is, Related to: `` filled with , spread over by , or suffused with perceivable qualities such as color and warmth ''<br/>Relation: spread, Related to: over<br/>Relation: suffused, Related to: with perceivable qualities such as color and warmth ''",0,3,,
construction,"Construction differs from manufacturing in that manufacturing typically involves mass production of similar items without a designated purchaser , while construction typically takes place on location for a known client .","Relation: has the property, Related to: differs from manufacturing in that manufacturing<br/>Relation: is defined as, Related to: typically mass production<br/>Relation: causes, Related to: of similar items without a designated purchaser , while construction typically takes place on location for a known client","Relation: differs, Related to: from manufacturing in that manufacturing<br/>Relation: manufacturing, Related to: in that manufacturing<br/>Relation: manufacturing, Related to: typically<br/>Relation: involves, Related to: mass production of similar items without a designated purchaser<br/>Relation: takes, Related to: place",0,2,,
plastid,"Plastids were discovered and named by ernst haeckel , but a. f. w. schimper was the first to provide a clear definition .","Relation: were, Related to: discovered<br/>Relation: named, Related to: by ernst haeckel","Relation: causes, Related to: by<br/>Relation: is a, Related to: ernst first<br/>Relation: is defined as, Related to: provide a clear definition",1,2,,
telescope,"Telescopes are optical instruments that make distant objects appear magnified by using an arrangement of lenses or curved mirrors and lenses , or various devices used to observe distant objects by their emission , absorption , or reflection of electromagnetic radiation .","Relation: are, Related to: optical instruments that make distant objects appear magnified by using an arrangement of lenses or curved mirrors and lenses , or various devices<br/>Relation: curved, Related to: mirrors and lenses , or various devices","Relation: is a, Related to: optical instruments that make distant objects appear magnified by using an arrangement of lenses or curved mirrors and lenses , or<br/>Relation: is defined as, Related to: various devices observe distant objects by their emission , absorption , or reflection of electromagnetic radiation",1,1,,
sparrow,"Many species nest on buildings and the house and eurasian tree sparrows , in particular , inhabit cities in large numbers , so sparrows are among the most familiar of all wild birds .","Relation: causes, Related to: Many<br/>Relation: has the property, Related to: species nest on<br/>Relation: is a, Related to: buildings and the<br/>Relation: is a, Related to: among<br/>Relation: is defined as, Related to: house and eurasian tree sparrows numbers , the most familiar of all wild birds<br/>Relation: is a, Related to: Many species nest on buildings and the house and eurasian tree<br/>Relation: is a, Related to: among the<br/>Relation: is defined as, Related to: most familiar of all wild birds","Relation: are, Related to: among the most familiar of all wild birds<br/>Relation: are, Related to: among the most familiar of all wild birds",0,4,,
skyscraper,A skyscraper is a continuously habitable high-rise building that has over 40 floors and is taller than approximately 150 m -lrb- 492 ft -rrb- .,"Relation: is, Related to: a continuously habitable high - rise building that has over 40 floors<br/>Relation: is, Related to: taller than approximately 150 m -lrb- 492 ft -rrb-","Relation: is a, Related to: a continuously habitable high-rise building that has over 40 floors and taller than approximately 150 m -lrb- 492 ft -rrb-",1,1,,
garden,"A garden is a planned space , usually outdoors , set aside for the display , cultivation , or enjoyment of plants and other forms of nature .","Relation: is a, Related to: a planned space , usually outdoors , set aside for the display , cultivation , or enjoyment of plants and<br/>Relation: is defined as, Related to: other forms nature","Relation: is, Related to: a planned space , usually outdoors , set aside for the display , cultivation , or enjoyment of plants and other forms of nature<br/>Relation: planned, Related to: space , usually outdoors<br/>Relation: set, Related to: aside",0,1,,
trying,"Trying is a drama by canadian-born playwright joanna glass that premiered at chicago 's victory gardens theater on march 29 , 2004 .","Relation: is, Related to: a drama by canadian - born playwright joanna glass","Relation: is a, Related to: a drama by canadian-born playwright joanna glass that premiered at chicago 's victory gardens theater on march 29 , 2004",1,1,,
particulate,"Atmospheric aerosol particles -- also known as atmospheric particulate matter , particulate matter -lrb- pm -rrb- , particulates , or suspended particulate matter -lrb- spm -rrb- -- are microscopic solid or liquid matter suspended in the atmosphere of earth .","Relation: is a, Related to: Atmospheric aerosol particles -- also known as atmospheric particulate matter , particulate matter -lrb- pm -rrb- , particulates , or suspended matter -lrb- spm<br/>Relation: is a, Related to: microscopic solid or<br/>Relation: is defined as, Related to: liquid matter suspended in the atmosphere of earth","Relation: are, Related to: microscopic solid or liquid matter suspended in the atmosphere of earth",0,1,,
napkin,"A napkin , serviette or face towelette is a rectangle of cloth used at the table for wiping the mouth and fingers while eating .","Relation: is, Related to: a rectangle of cloth","Relation: is a, Related to: a rectangle of cloth used at the table for wiping the mouth and fingers<br/>Relation: is defined as, Related to: while eating",1,1,,
leaf,A leaf is an organ of a vascular plant and is the principal lateral appendage of the stem .,"Relation: is, Related to: an organ of a vascular plant<br/>Relation: is, Related to: the principal lateral appendage of the stem","Relation: is a, Related to: an organ of a vascular plant and principal lateral appendage<br/>Relation: is defined as, Related to: of the stem",1,1,,
star,"Historically , the most prominent stars were grouped into constellations and asterisms , the brightest of which gained proper names .","Relation: grouped, Related to: into constellations and asterisms<br/>Relation: grouped, Related to: into constellations and asterisms","Relation: is part of, Related to: which<br/>Relation: is defined as, Related to: proper names<br/>Relation: is defined as, Related to: into and names<br/>Relation: is part of, Related to: which",1,4,,
vibrio,"Vibrio is a genus of gram-negative bacteria , possessing a curved-rod shape -lrb- comma shape -rrb- , several species of which can cause foodborne infection , usually associated with eating undercooked seafood .","Relation: is a, Related to: a genus of gram-negative bacteria , possessing a curved-rod shape -lrb- comma shape -rrb- , several species of which can cause foodborne infection , usually associated with eating undercooked seafood","Relation: is, Related to: a genus of gram - negative bacteria<br/>Relation: possessing, Related to: a curved - rod shape -lrb- comma shape -rrb-",0,1,,
weed,"A weed is a plant considered undesirable in a particular situation , `` a plant in the wrong place '' .","Relation: is a, Related to: a plant considered undesirable in a particular situation , `` a plant in the wrong place ''","Relation: is, Related to: a plant considered undesirable in a particular situation",0,1,,
idea,The capacity to create and understand the meaning of ideas is considered to be an essential and defining feature of human beings .,"Relation: has the property, Related to: considered to be an essential<br/>Relation: is defined as, Related to: and defining feature of human beings","Relation: is, Related to: considered<br/>Relation: considered, Related to: to be an essential and defining feature of human beings<br/>Relation: be, Related to: an essential and defining feature of human beings<br/>Relation: defining, Related to: feature of human beings",0,4,,
emergency,"The precise definition of an emergency , the agencies involved and the procedures used , vary by jurisdiction , and this is usually set by the government , whose agencies -lrb- emergency services -rrb- are responsible for emergency planning and management .","Relation: is defined as, Related to: precise definition of an emergency , vary by jurisdiction , government , whose services -rrb- management<br/>Relation: is a, Related to: usually set the<br/>Relation: has the property, Related to: by<br/>Relation: has the property, Related to: responsible for emergency planning and","Relation: vary, Related to: by jurisdiction",0,4,,
pumice,"Scoria is another vesicular volcanic rock that differs from pumice in having larger vesicles , thicker vesicle walls and being dark colored and denser.pumice is created when super-heated , highly pressurized rock is violently ejected from a volcano .","Relation: is a, Related to: another vesicular volcanic rock that differs from pumice in having larger vesicles , thicker vesicle walls and being<br/>Relation: is a, Related to: created violently ejected<br/>Relation: has the property, Related to: when super-heated , highly pressurized rock from a volcano","Relation: having, Related to: larger vesicles , thicker vesicle walls",0,3,,
fiddlehead,"As fiddleheads are harvested early in the season before the frond has opened and reached its full height , they are cut fairly close to the ground.fiddleheads have antioxidant activity , are a source of omega-3 and omega-6 fatty acids , and are high in iron and fibre .","Relation: is a, Related to: harvested early has<br/>Relation: is a, Related to: cut fairly close source of omega-3<br/>Relation: is a, Related to: high<br/>Relation: has the property, Related to: in the season before the to the ground.fiddleheads have antioxidant a in iron<br/>Relation: is defined as, Related to: frond opened and reached its full height and omega-6 fatty acids , and fibre","Relation: are, Related to: harvested<br/>Relation: harvested, Related to: early<br/>Relation: have, Related to: antioxidant activity",0,3,,
vacuum,"Physicists often discuss ideal test results that would occur in a perfect vacuum , which they sometimes simply call `` vacuum '' or free space , and use the term partial vacuum to refer to an actual imperfect vacuum as one might have in a laboratory or in space .","Relation: call, Related to: `` vacuum '' or free space<br/>Relation: refer, Related to: to an actual imperfect vacuum","Relation: is a, Related to: often discuss ideal test results that would occur in a perfect vacuum , which they<br/>Relation: causes, Related to: call '' or free space , term to an actual imperfect vacuum as one might have in a laboratory or in space<br/>Relation: is defined as, Related to: `` vacuum",1,4,,
retina,"The retina is the innermost , light-sensitive layer of tissue of the eye of most vertebrates and some molluscs .","Relation: is, Related to: the innermost , light - sensitive layer of tissue of the eye of most vertebrates and some molluscs","Relation: is defined as, Related to: innermost , light-sensitive layer of tissue of the eye of most vertebrates and some molluscs",1,1,,
navigator,The navigator 's primary responsibility is to be aware of ship or aircraft position at all times .,"Relation: is, Related to: to be aware of ship or aircraft position at all times<br/>Relation: be, Related to: aware of ship or aircraft position at all times","Relation: is a, Related to: aware aircraft position<br/>Relation: has the property, Related to: of ship or at<br/>Relation: is defined as, Related to: all times",1,2,,
hotel,"Small , lower-priced hotels may offer only the most basic guest services and facilities .","Relation: may, Related to: offer only the most basic guest services and facilities<br/>Relation: offer, Related to: only the most basic guest services and facilities","Relation: is defined as, Related to: most basic guest services and facilities",1,3,,
construction,"Construction starts with planning , design , and financing ; it continues until the project is built and ready for use .","Relation: has the property, Related to: starts with planning<br/>Relation: has the property, Related to: built ready for use<br/>Relation: is a, Related to: design , and financing ; it continues and","Relation: starts, Related to: with planning , design , and financing",0,4,,
pepper,"Peppers was named to the pro bowl nine times , and both the first and second all-pro teams three times each .","Relation: is a, Related to: named the pro bowl nine times , and both the first and all-pro<br/>Relation: is defined as, Related to: second teams three times each","Relation: was, Related to: named<br/>Relation: named, Related to: to the pro bowl nine times",0,3,,
toddler,== developmental milestones == toddler development can be broken down into a number of interrelated areas .,"Relation: has the property, Related to: broken down into a number of interrelated areas","Relation: broken, Related to: into a number of interrelated areas",0,4,,
lighting,"Lighting includes the use of both artificial light sources like lamps and light fixtures , as well as natural illumination by capturing daylight .","Relation: includes, Related to: the use of both artificial light sources like lamps and light fixtures , as well as natural illumination by capturing daylight","Relation: is a, Related to: use<br/>Relation: is defined as, Related to: both artificial light sources like lamps and light fixtures , as well as natural illumination by capturing daylight",1,2,,
weapon,"In broader context , weapons may be construed to include anything used to gain a tactical , strategic , material or mental advantage over an adversary or enemy target .","Relation: has the property, Related to: to include anything used to gain a tactical , strategic , material or<br/>Relation: is defined as, Related to: mental advantage over an adversary or enemy target","Relation: be, Related to: construed to include anything used to gain a tactical , strategic , material or mental advantage over an adversary or enemy target<br/>Relation: construed, Related to: to<br/>Relation: include, Related to: anything used to gain a tactical , strategic , material or mental advantage over an adversary or enemy target<br/>Relation: gain, Related to: a tactical , strategic , material or mental advantage over an adversary or enemy target",0,3,,
life,"Life is a characteristic that distinguishes physical entities that have biological processes , such as signaling and self-sustaining processes , from those that do not , either because such functions have ceased -lrb- they have died -rrb- , or because they never had such functions and are classified as inanimate .","Relation: is a, Related to: a characteristic that distinguishes physical entities that have biological processes , such as signaling and self-sustaining processes , from those that do not , either because such functions have ceased they -rrb- never<br/>Relation: has the property, Related to: -lrb- have died , or because they such classified as inanimate<br/>Relation: is defined as, Related to: functions","Relation: is, Related to: a characteristic that distinguishes physical entities",0,1,,
fiddlehead,"Fiddleheads or fiddlehead greens are the furled fronds of a young fern , harvested for use as a vegetable .","Relation: is defined as, Related to: furled fronds of a young fern , harvested for use as a vegetable","Relation: are, Related to: the furled fronds of a young fern",0,1,,
venison,"Venison can be used to refer to any part of the deer , so long as it can be consumed , including the flesh and internal organs .","Relation: is used for, Related to: refer to any part of the deer , so long consumed , including the flesh and internal organs","Relation: can, Related to: to refer to any part of the deer<br/>Relation: be, Related to: used<br/>Relation: used, Related to: to refer to any part of the deer<br/>Relation: refer, Related to: to any part of the deer",0,2,,
pillow,Pillows that aid sleeping are a form of bedding that supports the head and neck .,"Relation: is a, Related to: a form of bedding that supports the head and neck","Relation: are, Related to: a form of bedding",0,4,,
telescope,"The first known practical telescopes were refracting telescopes invented in the netherlands at the beginning of the 17th century , by using glass lenses .","Relation: is a, Related to: in<br/>Relation: is defined as, Related to: the netherlands at the beginning of the 17th century , by using glass lenses","Relation: were, Related to: refracting telescopes invented in the netherlands at the beginning of the 17th century , by using glass lenses<br/>Relation: refracting, Related to: telescopes invented in the netherlands at the beginning of the 17th century<br/>Relation: invented, Related to: in the netherlands<br/>Relation: using, Related to: glass lenses",0,2,,
thermistor,"Thermistors are widely used as inrush current limiters , temperature sensors -lrb- negative temperature coefficient or ntc type typically -rrb- , self-resetting overcurrent protectors , and self-regulating heating elements -lrb- positive temperature coefficient or ptc type typically -rrb- .","Relation: is a, Related to: widely used as inrush current limiters , temperature sensors -lrb- negative temperature coefficient or ntc type typically<br/>Relation: is defined as, Related to: -rrb- , self-resetting overcurrent protectors , and self-regulating heating elements -lrb- positive temperature coefficient or ptc type typically -rrb-","Relation: are, Related to: as inrush current limiters , temperature sensors -lrb- negative temperature coefficient or ntc type<br/>Relation: used, Related to: as inrush current limiters , temperature sensors -lrb- negative temperature coefficient or ntc type",0,3,,
hemp,"Hemp , or industrial hemp -lrb- from old english hnep -rrb- , typically found in the northern hemisphere , is a variety of the cannabis sativa plant species that is grown specifically for the industrial uses of its derived products .","Relation: found, Related to: in the northern hemisphere<br/>Relation: is, Related to: a variety of the cannabis sativa plant species","Relation: is a, Related to: Hemp , or industrial hemp english hnep -rrb- ,<br/>Relation: is a, Related to: a variety of the cannabis sativa plant specifically uses<br/>Relation: is part of, Related to: -lrb-<br/>Relation: is defined as, Related to: from old of its derived products<br/>Relation: has the property, Related to: grown for the industrial",1,1,,
pollywog,"A tadpole -lrb- also called a pollywog -rrb- is the larval stage in the life cycle of an amphibian , particularly that of a frog or toad .","Relation: is defined as, Related to: larval stage in the life cycle of an amphibian , particularly that of a frog or toad","Relation: is, Related to: the larval stage in the life cycle of an amphibian , particularly that of a frog or toad",0,1,,
overall,"An overall , also called overalls , bib-and-brace overalls , or dungarees , is a type of garment which is usually used as protective clothing when working .","Relation: called, Related to: overalls , bib - and - brace overalls , or dungarees<br/>Relation: is, Related to: a type of garment","Relation: is a, Related to: overalls ,<br/>Relation: is a, Related to: usually used as protective clothing when working",1,1,,
antibody,"Each tip of the `` y '' of an antibody contains a paratope -lrb- analogous to a lock -rrb- that is specific for one particular epitope -lrb- similarly , analogous to a key -rrb- on an antigen , allowing these two structures to bind together with precision .","Relation: is defined as, Related to: ``<br/>Relation: causes, Related to: y '' of an antibody contains a paratope -lrb- analogous<br/>Relation: causes, Related to: specific for one particular epitope -lrb- similarly , analogous to a key -rrb- on an antigen , allowing these two structures to bind together with precision","Relation: contains, Related to: a paratope -lrb- analogous to a lock -rrb-",0,3,,
star,"Many other stars are visible to the naked eye from earth during the night , appearing as a multitude of fixed luminous points in the sky due to their immense distance from earth .","Relation: are, Related to: visible to the naked eye from earth<br/>Relation: appearing, Related to: as a multitude of fixed luminous points in the sky due to their immense distance from earth<br/>Relation: are, Related to: visible to the naked eye from earth<br/>Relation: appearing, Related to: as a multitude of fixed luminous points in the sky due to their immense distance from earth","Relation: has the property, Related to: visible to the naked eye from earth during the<br/>Relation: is a, Related to: night<br/>Relation: is defined as, Related to: appearing as a multitude of fixed luminous points in the sky due their immense distance from earth<br/>Relation: has the property, Related to: visible to the naked eye from earth during the<br/>Relation: is a, Related to: night<br/>Relation: is defined as, Related to: appearing as a multitude of fixed luminous points in the sky due their immense distance from earth",1,3,,
radiation,"In physics , radiation is the emission or transmission of energy in the form of waves or particles through space or through a material medium .","Relation: is, Related to: the emission or transmission of energy in the form of waves or particles through space or through a material medium","Relation: is defined as, Related to: emission or transmission of energy in the form of waves or particles through space or through a material medium",1,1,,
pecan,The pecan -lrb- carya illinoinensis -rrb- is a species of hickory native to northern mexico and the southern united states in the region of the mississippi river .,"Relation: is, Related to: a species of hickory native to northern mexico and the southern united states in the region of the mississippi river","Relation: is a, Related to: a species of hickory native to northern mexico and the southern united states in the region of the mississippi river",1,1,,
tailed,Tailed objects are sometimes referred to as `` caudate '' and the part of the body associated with or proximal to the tail are given the adjective `` caudal '' .,"Relation: is a, Related to: referred<br/>Relation: has the property, Related to: to as `` caudate ''<br/>Relation: is defined as, Related to: and the part of the body associated or proximal to the `` caudal ''<br/>Relation: causes, Related to: with given the adjective","Relation: are, Related to: to as `` caudate '' and the part of the body<br/>Relation: referred, Related to: to as `` caudate '' and the part of the body",0,4,,
arm,"In human anatomy , the arm is the part of the upper limb between the glenohumeral joint -lrb- shoulder joint -rrb- and the elbow joint .","Relation: is defined as, Related to: of the upper limb between the glenohumeral joint -lrb- shoulder joint -rrb- and the elbow joint","Relation: is, Related to: the part of the upper limb between the glenohumeral joint -lrb- shoulder joint -rrb- and the elbow joint",0,1,,
cud,Cud is a portion of food that returns from a ruminant 's stomach to the mouth to be chewed for the second time .,"Relation: is, Related to: a portion of food","Relation: is a, Related to: a portion of food that returns from a ruminant 's stomach to the mouth to be chewed for the second time",1,1,,
photograph,"A photograph -lrb- also known as a photo -rrb- is an image created by light falling on a photosensitive surface , usually photographic film or an electronic image sensor , such as a ccd or a cmos chip .","Relation: known, Related to: as a photo -rrb-<br/>Relation: is, Related to: an image created by light falling on a photosensitive surface , usually photographic film or an electronic image sensor , such as a ccd or a cmos chip","Relation: is a, Related to: an image created by light falling on a photosensitive surface , usually photographic film<br/>Relation: is defined as, Related to: or an electronic image sensor , such as a ccd or a cmos chip",1,1,,
plastid,"The plastid -lrb- greek :  ; plasts : formed , molded -- plural plastids -rrb- is a membrane-bound organelle found in the cells of plants , algae , and some other eukaryotic organisms .","Relation: molded, Related to: plural plastids -rrb-<br/>Relation: is, Related to: a membrane - bound organelle found in the cells of plants , algae , and some other eukaryotic organisms","Relation: is defined as, Related to: plastid -lrb- greek :  ; plasts : formed ,<br/>Relation: is a, Related to: a membrane-bound organelle found in the cells of plants , algae , and some other eukaryotic organisms",1,1,,
peek,"Polyether ether ketone -lrb- peek -rrb- is a colourless organic thermoplastic polymer in the polyaryletherketone -lrb- paek -rrb- family , used in engineering applications .","Relation: is, Related to: a colourless organic thermoplastic polymer in the polyaryletherketone -lrb- paek -rrb- family","Relation: is a, Related to: Polyether<br/>Relation: is a, Related to: a colourless organic thermoplastic polymer in the polyaryletherketone -lrb- paek -rrb- family , in engineering applications",1,1,,
boat,"Small boats are typically found on inland waterways such as rivers and lakes , or in protected coastal areas .","Relation: are, Related to: on inland waterways such as rivers and lakes , or in protected coastal areas<br/>Relation: found, Related to: on inland waterways such as rivers and lakes , or in protected coastal areas","Relation: is a, Related to: typically found on inland waterways such as rivers and lakes , or in protected coastal areas",1,3,,
dolphin,"The term dolphin usually refers to the extant families delphinidae -lrb- the oceanic dolphins -rrb- , platanistidae -lrb- the indian river dolphins -rrb- , iniidae -lrb- the new world river dolphins -rrb- , and pontoporiidae -lrb- the brackish dolphins -rrb- , and the extinct lipotidae -lrb- baiji or chinese river dolphin -rrb- .","Relation: is defined as, Related to: term usually refers to the extant families delphinidae -lrb- the oceanic dolphins -rrb- , platanistidae -lrb- the indian river dolphins -rrb- , iniidae -lrb- the new world river dolphins -rrb- , and pontoporiidae -lrb- the brackish dolphins -rrb- , and the extinct lipotidae -lrb- baiji or chinese river dolphin -rrb-","Relation: refers, Related to: to the extant families",0,2,,
q,Q -lrb- named cue -rrb- is the 17th letter of the modern english alphabet and the iso basic latin alphabet .,"Relation: named, Related to: cue -rrb-<br/>Relation: is, Related to: the 17th letter of the modern english alphabet and the iso basic latin alphabet","Relation: is defined as, Related to: 17th letter of the modern english alphabet and the iso basic latin alphabet",1,1,,
weed,"Taxonomically , the term `` weed '' has no botanical significance , because a plant that is a weed in one context is not a weed when growing in a situation where it is in fact wanted , and where one species of plant is a valuable crop plant , another species in the same genus might be a serious weed , such as a wild bramble growing among cultivated loganberries .","Relation: is defined as, Related to: term `` '' no botanical significance ,<br/>Relation: is a, Related to: in one context not a weed when growing in a situation where it in fact wanted<br/>Relation: is a, Related to: a valuable crop plant , another species in the same genus a serious weed , such as a wild bramble growing loganberries<br/>Relation: has the property, Related to: and where one species of plant among cultivated","Relation: has, Related to: no botanical significance<br/>Relation: is, Related to: a weed when growing in a situation<br/>Relation: growing, Related to: in a situation",0,3,,
preservative,"A preservative is a substance or a chemical that is added to products such as food , beverages , pharmaceutical drugs , paints , biological samples , cosmetics , wood , and many other products to prevent decomposition by microbial growth or by undesirable chemical changes .","Relation: is, Related to: a substance or a chemical","Relation: is a, Related to: a substance or a chemical that to products pharmaceutical drugs ,<br/>Relation: has the property, Related to: added such as food , beverages ,<br/>Relation: is defined as, Related to: paints , biological samples , cosmetics , wood , and many other products prevent decomposition by microbial growth or by undesirable chemical changes",1,1,,
knitting,"Knitting is a method by which yarn is manipulated to create a textile or fabric , often used in many types of garments .","Relation: is, Related to: a method by which yarn is manipulated to create a textile or fabric","Relation: is a, Related to: a method by which yarn<br/>Relation: has the property, Related to: manipulated to create a textile or fabric , often used in many types of garments",1,1,,
hypothermia,Hypothermia is reduced body temperature that happens when a body dissipates more heat than it absorbs .,"Relation: is a, Related to: reduced body temperature that happens when a body dissipates more heat than it absorbs","Relation: is, Related to: reduced body temperature that happens when a body dissipates more heat than<br/>Relation: reduced, Related to: body temperature that happens when a body dissipates more heat than it",0,1,,
